Lookup_7_digit_VIN,1,Production Year,Brand Name,Series ,Badge,Body Code,Body Style,Cylinders,Drive Line,AWD/RWD,Fuel,Product Name
GX20525,245,2001,BMW,5 SERIES,525i,e39,Sedan,6 cyl,Automatic,RWD,Gas,SOLD e39 GX20525 Sedan C FOR SALE 2001-2002 BMW e39 525i RWD  M54 6 CYL AUTOMATIC BLACK 2 ON BLACK LEATHER GX20525
GY42208,246,2002,BMW,5 SERIES,525i,e39,Sedan,6 cyl,Automatic,RWD,Gas,DISMANTLED - E39 GY42208 Sedan B BMW e39 525i Built Feb 2002 6 Cyl M54 Auto 95 to 2003 Hit Front GY42208
Honda Civic 4 dr LX,247,2001,Honda,,Civic,ES1,Sedan,4 cyl,Automatic,FWD,Gas,DISMANTLED - CIVIC Sedan DH Honda Civic 4 dr LX 4 Cyl 1.7L Built 2001 Aliston
J235044,248,2007,Mercedes-Benz,B CLASS,B-class,T245,SUV,4 cyl,Automatic,AWD,Gas,DISMANTLED - T245 J235044 SUV V J235044 Mercedes-Benz B-class T245 2007 SUV
JA05769,249,1993,BMW,3 SERIES,318is,e36,Wagon,4 cyl,Automatic,RWD,Gas,DISMANTLED - E36 JA05769 Coupe V JA05769 BMW E36 318is M42 5SPD BUILT JAN 1993 Alpin-weiss
JC19961,250,1995,BMW,3 SERIES,318is,e36,Coupe,4 cyl,Automatic,RWD,Gas,DISMANTLED - E36 JC19961 Coupe S BMW e36 318is 3 series 2dr  Sept 1995 4 CYL M42 Auto Black on Black JC19961
JC7873,251,1993,BMW,3 SERIES,325iC,e36,Convertible,6 cyl,Automatic,RWD,Gas,DISMANTLED - E36 JC7873 Convertible B BMW e36 325i Convertible Built June 1993 6 Cyl M50 1989-2000 For Sale JC78731
JC83841,252,1995,BMW,3 SERIES,325iC,e36,Convertible,6 cyl,Manual,RWD,Gas,DISMANTLED - E36 JC83841 Convertible V BMW e36 325iC 1995 BMW 2dr Convertible M52 with 5 speed JC83841
JN86728,253,2000,BMW,3 SERIES,323Ci,e46,Coupe,6 cyl,Automatic,RWD,Gas,DISMANTLED - E46 JN86728 Coupe C BMW e46  2dr 323Ci April 2000 M52 6Cyl Auto JN86728
JN92136,254,1999,BMW,3 SERIES,328Ci,e46,Coupe,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 JN92136 Coupe V JN92136 BMW E46  328Ci M52TU 5 SPD BUILT SEPT 1999 Titan-silber
JP00074,255,1999,BMW,3 SERIES,328Ci,e46,Convertible,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 JP00074 Convertible C BMW E46 328Ci 3 series  5 speed Manual May 1999 6 CYL M52 JP00074
JR16987,256,2002,BMW,3 SERIES,M3,e46,Coupe,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 JR16987 Coupe C BMW e46 M3  Built April 2002 6 Cyl S54 MPOWER with 6 Spd manual Sapphireschwarz on Cinnamon
JR22157,257,2003,BMW,3 SERIES,M3,e46,Coupe,,Automatic,RWD,Gas,C BMW part out JR22157 2003 E46 M3 COUPE - HIT - front and rear SOLD POWER TRAIN
JR22157,257,2003,BMW,3 SERIES,M3,e46,Coupe,6 cyl,Manual,RWD,Gas,PART OUT C BMW JR22157 2003 E46 M3 COUPE - HIT - POWER TRAIN SOLD E46 M3 MANUAL 326S4 11000304349 S54 w/ (6 SPD STICK) S6S 420G - TBAI 23002229721
JU23231,259,2001,BMW,3 SERIES,330Ci,e46,Coupe,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 JU23231 Coupe C BMW E46  330Ci Jan 2001 6 CYL M54 MANUAL VIN JU23231 HIT
JU27366,260,2002,BMW,3 SERIES,330Ci,e46,Coupe,6 cyl,Manual,RWD,Gas,DISMANTLED - C BMW JU27366 E46 SPRITZER COUPE BUILT MARCH 2002 330Ci M54 6 SPD MANUAL COUPE TITANSILBER METALIC ON BLACK LEATHER POWER SPORT
JY96296,261,2003,BMW,3 SERIES,325Ci,e46,Coupe,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 JY96296 Coupe 2003 BUILT APRIL E46 325Ci  MANUAL M54 Silbergrau ON BLACK SPORT LEATHER
JY96296,261,2003,BMW,3 SERIES,325Ci,e46,Coupe,6 cyl,Manual,RWD,Gas,PART OUT BMW JY96296 2003 BUILT APRIL E46 325Ci COUPE MANUAL M54 Silbergrau ON BLACK SPORT LEATHER
JY98482,263,2004,BMW,3 SERIES,325Ci,e46,Sedan,6 cyl,Manual,RWD,Gas,CH PART OUT BMW JY98482 '3 SERIES E46 BUILT JUNE 2004 325Ci 2 DR COUPE M54 5 SPD MANUAL 438 JAPANROT ON BLACK
K040482,264,2008,BMW,3 SERIES,328xi,e90,Coupe,6 cyl,Automatic,AWD,Gas,DISMANTLED - E90 K040482 CH k040482 BMW E90 328xi 4DR  BUILT JAN 2008 N52 6 CYL AUTO AWD Platin-bronze Metallic
k680895,265,2016,BMW,4 SERIES,430iX,F32,Coupe,4 cyl,Automatic,AWD,Gas,DISMANTLED - F32 k680895 Coupe k680895 C BMW F32 4 SERIES 430iX AUG 2016 B46 AUTO PART OUT
K680895,265,2016,BMW,4 SERIES,430xi,F32,Sedan,4 cyl,Automatic,AWD,Gas,PART OUT HIT FRONT C BMW K680895 4 SERIES F32 430xi COUPE BUILT AUG 2016 AUTOMATIC
KC67544,267,1999,BMW,3 SERIES,323i,e46,Sedan,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 KC67544 Sedan C BMW e46 3 Series  4dr 323i Sept 1999 6 CYL M52 5 Speed KC67544
KC97844,268,2009,BMW,3 SERIES,323i,e90,Sedan,6 cyl,Automatic,RWD,Gas,DISMANTLED - E90 KC97844 KC97844 CH BMW E90  MAY 2009 N52K AUTO ALPINWEISS 3 SENSATECSCHWARZ
KG06631,269,1998,BMW,3 SERIES,328i,e46,Sedan,6 cyl,Automatic,RWD,Gas,DISMANTLED KG06631 1998 E46 328i SEDAN M52 SILVER
KL10082,270,2002,BMW,3 SERIES,320i,e46,Sedan,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 KL10082 Sedan C BMW E46 320i 3 SERIES Jan 2002 6 CYL M54 5 Spd MANUAL KL10082
KL10279,271,2002,BMW,3 SERIES,320i,e46,Coupe,6 cyl,Manual,RWD,Gas,CH BMW PART OUT KL10279 JUNE 2002 E46 320i M54 5 SPD MANUAL Titanium Silver Metallic ON BLACK
KL10854,272,2003,BMW,3 SERIES,320i,e46,Sedan,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 KL10854 Sedan C BMW E46 320i 3 Series 4dr. 6 CYL M54 Nov 2003 5 spd MANUAL KL10854
KL21087,273,2002,BMW,3 SERIES,320i,e46,Sedan,6 cyl,Automatic,RWD,Gas,DISMANTLED - E46 KL21087 Sedan BMW KL21087 2002 E46 320i 4DR M54 6 CYL AUTO Stahl-blau ON Black INTERIOR FITS:1997-2018 for parts
KL22448,274,2003,BMW,3 SERIES,320i,e46,Sedan,6 cyl,Automatic,RWD,Gas,DISMANTLED - E46 KL22448 Sedan S BMW e46 320i 3 Series  BUILT Oct 2003 M54 auto Mysticblau Metalic KL22448
KL51320,275,2005,BMW,3 SERIES,330xi,e46,Sedan,6 cyl,Manual,AWD,Gas,DISMANTLED - E46 KL51320 Sedan CH KL51320 BMW E90 330xi 4 DR  BUILT NOV 2005 N52 6 CYL 6 SPEED MANUAL AWD Monaco-blau Metallic
KM05852,276,2003,BMW,3 SERIES,330i,e46,Sedan,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 KM05852 Sedan C BMW E46 1997-2006  330i 6 SPEED MANUAL NOV 2003 M54 KM05852 BMW-Luvv
KM08349,277,2004,BMW,3 SERIES,330i,e46,Sedan,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 KM08349 Sedan C BMW KM08349 E46 1997-2018 330i  2004 M54 6 SPD Japan-rot LEATHER
KM22221,278,2002,BMW,3 SERIES,330i,e46,Sedan,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 KM22221 Sedan C BMW 330i  M54 6 CYL 3.0L 5 SPEED MANUAL JUNE 2002 VIN KM22221
U020303,279,2010,Hyundai,,2.0L,BK1,Coupe,6 cyl,Manual,FWD,Gas,SOLD Genesis KMHHT6KD2AU020303 Coupe Hyundai Genesis  2.0L TURBO 6 SPEED JULY 2020
KR57452,280,2005,BMW,3 SERIES,325i,e90,Sedan,6 cyl,Manual,RWD,Gas,DISMANTLED - E90 KR57452 C BMW e90 325i  June 2005 N52 6 Cyl 5 Spd Manual KR57452
KR58899,281,2005,BMW,3 SERIES,325i,e90,Sedan,6 cyl,Manual,RWD,Gas,DISMANTLED - E90 KR58899 C BMW E90 2004-2008 325I AUG 2005 N52 6 CYL KR58899 BMW-Luvv
KV67029,282,2006,BMW,3 SERIES,330xi,e90,Sedan,6 cyl,Automatic,AWD,Gas,DISMANTLED - E90 KV67029 C KV67029 BMW 2006 E90 3 SERIES  330xi N52 auto sparkling-graphit metallic BLACK LEATHER
L814228,283,2000,Honda,,Civic,EJ8,Coupe,4 cyl,Manual,FWD,Gas,DISMANTLED - CIVIC L814228 Coupe Honda Civic 2dr Cpe SI-G Manual WITH Air Cond AND ABS SI-G L814228
LA02953,284,1995,BMW,3 SERIES,318i,e36,Sedan,4 cyl,Manual,RWD,Gas,DISMANTLED - E36 LA02953 Sedan S BMW e36 318i BUILT Nov 1995 4 CYL M42 5 spd Black on Black LA02953
LA10006,285,1995,BMW,3 SERIES,318i,e36,Sedan,4 cyl,Automatic,RWD,Gas,DISMANTLED - E36 LA10006 Sedan C BMW E36 318i M42 4 dr Jun 95 Automatic White LA10006
LA21099,286,2006,Porsche,E1 9PA 955,Cayenne,955,SUV,V8,Manual,AWD,Gas,DISMANTLED: 2006 Porsche Cayenne 4dr 6-Spd Manual VIN: WP1AA29P16LA21099 LA21099 Titanium Metallic Gray A7A7  Black NQ
LC70040,287,1995,BMW,3 SERIES,318i,e36,Sedan,4 cyl,Automatic,RWD,Gas,DISMANTLED - E36 LC70040 Sedan D BMW e36 318i  M44 4 Cyl Automatic Built Dec 1995 LC70040 White on Black
LC71257,288,1996,BMW,3 SERIES,318i,e36,Sedan,4 cyl,Automatic,RWD,Gas,DISMANTLED - E36 LC71257 Sedan C BMW e36 318i April 1996 M44 4Cyl Automatic 4dr  VIN LC71257 BM
LE82129,289,2004,BMW,X SERIES ,X5,e53,SUV,V8,Automatic,AWD,Gas,DISMANTLED - E53 LE82129 SUV C BMW E53 X5 SUV 1998-2006 4.8is NOV 2004 N62 V8 LE82129 BMW-Luvv
LH06701,290,2000,BMW,X SERIES ,X5,e53,SUV,V8,Automatic,AWD,Gas,DISMANTLED - E53 LH06701 SUV B BMW E53 X5 4.4i Built March 2000 M62 V8 Auto SUV 1998-2006 LH06701 Fire
LH06701,290,2000,BMW,X SERIES,X5,e53,SUV,V8,Automatic,AWD,Gas,DISMANTLED B BMW E53 X5 4.4i Built March 2000 M62 V8 Auto SUV 1998-2006 LH06701 Fire Damaged Euro All Parts
LH09443,292,2000,BMW,X SERIES ,X5,e53,SUV,V8,Automatic,AWD,Gas,DISMANTLED - E53 LH09443 SUV CH BMW X5 E53 2000 SPORT 4.4i OYSTER ON MONTANNA LH09443
LH18412,293,2001,BMW,X SERIES ,X5,e53,SUV,V8,Automatic,AWD,Gas,DISMANTLED - E53 LH18412 SUV  M62B44 E53 X5 ENGINE FOR SALE
LH37444,294,2003,BMW,X SERIES ,X5,e53,SUV,V8,Automatic,AWD,Gas,DISMANTLED - E53  B BMW e53 X5 4.4i M62 V8 Auto 1998-2006 No Engine
LH39466,295,2002,BMW,X SERIES,X5,e53,SUV,V8,Automatic,AWD,Gas,DISMANTLED - E53 LH39466 SUV C BMW e53 X5 4.4i M62 V8 AUTO 4X4 SUV LH39466 Built Sept 2002
LH39518,296,2002,BMW,X SERIES ,X5,e53,SUV,V8,Manual,AWD,Gas,DISMANTLED - E53 LH39518 SUV B BMW e53 X5 4.4i Built Oct 2002 M62 V8 Auto 1998-2006 no engine LH39518
LH50127,297,2003,BMW,X SERIES ,X5,e53,SUV,V8,Automatic,AWD,Gas,DISMANTLED - E53 LH50127 SUV C BMW E53 X5 4.4i 1998-2006 m62 V8 AUG 2003 LH50127 BMW-Luvv
LM86345,298,2001,BMW,X SERIES ,X5,e53,SUV,6 cyl,Automatic,AWD,Gas,DISMANTLED - E53 LM86345 SUV B BMW e53 X5 3.0i 6 cyl M54 Auto Built June 2001 1998-2006 No Engine LM86345
LV77566,299,2002,BMW,X SERIES ,X5,e53,SUV,6 cyl,Automatic,AWD,Gas,DISMANTLED - E53 LV77566 SUV S BMW E53 3.0i X5 built Nov 2002 M54 6 cyl 3L engine SUV Auto LV77566
LV88631,300,1996,BMW,X SERIES ,X5,e53,SUV,6 cyl,Automatic,AWD,Gas,DISMANTLED - E53 LV88631 SUV C BMW E53 X5 1998-2006 3.0i MARCH 2003 LV88631 BMW-Luvv
LV99703,301,2003,BMW,X SERIES ,X5,e53,SUV,6 cyl,Automatic,AWD,Gas,DISMANTLED - e53 LV99703 D BMW E53 X5 3.0 black sapphire-metalic schwarz 
LY12224,302,2005,BMW,X SERIES ,X5,e53,SUV,6 cyl,Automatic,AWD,Gas,PART OUT: C LY1224 BMW E53 X5 3.0i SUV BUILT APRIL 2005 M54 6 CYL AUTOMATIC
MO7541,303,2004,BMW,3 SERIES,330i,e46,Sedan,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 MO7541 Sedan C BMW e46  330i May 2004 M54 6 Cyl 5 Spd Manual Hit Front MO7541
N078902,304,2000,AUDI,,A6,C5,Coupe,V6,Automatic,AWD,Gas,DISMANTLED - A6 N078902 S Audi A6 2000 2.5L Auto Silver on Black 
P036424,305,2007,BMW,3 SERIES,335i,e92,Coupe,6 cyl,Manual,RWD,Gas,DISMANTLED - E92 P036424 Coupe BMW E92 335i MSPORT  N54 AUTO Black-sapphire metallic - Dakota
P131342,306,2007,BMW,3 SERIES,328i,e92,Coupe,6 cyl,Automatic,RWD,Gas,DISMANTLED - E92 P131342 Coupe CH BMW P131342 BUILT O7-17 2007 E92  328i n52 2.8L 6 CYL
PC99297,307,2002,BMW,3 SERIES,325Ci,e46,Coupe ,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 PC99297 Coupe V BMW e46 325Ci  Built Nov 2002 6 Cyl M54 5 Speed Manual PC99297 97-06
pd01082,308,2003,BMW,3 SERIES,325Ci,e46,Sedan,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 pd01082 Sedan pd01082 BUILT SEPT 2003 E46 325i  FACELIFT M54 2.5L 5 SPEED Titansilber Metallic
PG08516,309,2002,BMW,3 SERIES,325i,e46,Coupe,6 cyl,Manual,AWD,Gas,DISMANTLED - E46 PG08516 Sedan B BMW e46 330xi Built Jan 2002 M54 6 Cyl Manual 2000-2006 PG08516
PG10218,310,2003,BMW,3 SERIES,330xi,e46,Sedan,6 cyl,Manual,AWD,Gas,"DISMANTLED - E46 PG10218 Sedan V FOR SALE BMW E46 330xi  Built March 2003 M54 6 cyl 4WD Manual PG10218 $6,000"
PG57782,311,2002,BMW,3 SERIES,325i,e46,Coupe,6 cyl,Automatic,RWD,Gas,DISMANTLED - E46 PG57782 Coupe B BMW 325Ci  Built April 2002 M54 6 Cyl M Package Hit Rear
PK05119,312,2003,BMW,3 SERIES,M3,e46,Convertible,6 cyl,Manual,RWD,Gas,DISMANTLED - E46 PK05119 Convertible C BMW e46 M3 Convertible Nov 2003 S54 M Power SMG Manual PK05119
PL05225,313,2004,BMW,3 SERIES,325Ci,e46,Coupe,6 cyl,Automatic,RWD,Gas,DISMANTLED - E46 PL05225 Coupe PL05225 CH BMW e46 325Ci  M54 AUTO JUNE 2004 Silber-grau metallic
PN37207,314,2004,BMW,3 SERIES,330xi,e46,Sedan,6 cyl,Automatic,AWD,Gas,DISMANTLED - e46 PN37207 Sedan BMW E46 330xi 2004 Automatic Orient Blue Hit rear right
PR15376,315,2008,BMW,3 SERIES,325xi,e46,Sedan,6 cyl,Automatic,AWD,Gas,SOLD e46 PR15376 Sedan DH BMW E46 325xi m54 6 CYL AUTO BUILT AUG 2008 PR15376
PV64788,316,2006,BMW,3 SERIES,328i,e90,Sedan,6 cyl,Automatic,RWD,Gas,DISMANTLED - e90 PV64788 C BMW PV64788 E90 328i BUILT DEC 2006 N52 6 CYL AUTO Monaco blue
TK65780,317,2006,BMW,Mini,Cooper,R50,Coupe,4 cyl,Manual,FWD,Gas,DISMANTLED MINI COOPER 2006 RC33 R50 manual CHILI RED INTERIOR:KUNSTLEDER/PANTHER SCHWARZ
8066196,318,1981,BMW,3 SERIES,320i,e21,Coupe,4 cyl,Manual,RWD,Gas,DISMANTLED - E21 V BMW e21 320i 1975-1983 US body engine M10 K-Jetronic 5spd Parts
1336629,319,1998,AUDI,A4,A4,B5,Sedan,4 cyl,Manual,AWD,Gas,DISMANTLED - a4 WA1336629 S Audi A4 1998 1.8T L4 Quattro 4dr AWD 5 speed Black on Tan WA1336629
N008284,320,2010,AUDI,,A4,B8,Sedan,4 cyl,Automatic,AWD,Gas,DISMANTLED AUDI WAUFFCFL5AN008284 2010 A4 SEDAN QUATTRO 2.0T PREMIUM PLUS
WB26796,321,2004,BMW,X SERIES ,X3,e83,SUV,6 cyl,Automatic,AWD,Gas,DISMANTLED PART OUT BLUE (Mystic-blau Metallic) ON GRAY BMW X3 E83 (2003-2006) 2.5i MODEL YEAR 2004 (BUILT AUSTRIA APRIL 2004) M54 6 CYL AWD AUTOMATIC
A097507,322,2013,MERCEDES-BENZ,C-Class,CLS 550,C218,Sedan,V8,Automatic,AWD,Gas,CH PART OUT: 2013-14 MERCEDES-BENZ CLS 550 4MATIC DIAMOND WHITE METALLIC 799U on BLACK/ANTHRACITE LEATHER INTERIOR
A161758,323,2008,MERCEDES-BENZ,S-Class,S 63,m156,Sedan,V8,Automatic,RWD,Gas,DISMANTLED - m156 WDDNG77X58A161758 CH MERCEDES-BENZ 2008 S-CLASS S 63 M156 E63 V8 Gasoline AMG 722.907
WE51720,324,2009,BMW,X SERIES ,X3,e83,SUV,6 cyl,Automatic,AWD,Gas,DISMANTLED - e83 we51720 SUV C BMW X3 3.0i BUILT SEPT. 2009 N52 6 CYL AUTOMATIC SILVER ON GRAY we51720
WE51828,325,2007,BMW,X SERIES ,X3,e83,SUV,6 cyl,Automatic,AWD,Gas,C PART OUT WE51828 BMW E83 X3 3.0i BUILT SEPT 2007 N52 BLACK ON BASIC BLACK
WJ02534,326,2007,BMW,X SERIES ,X3,e83,SUV,6 cyl,Automatic,AWD,Gas,DISMANTLED - E83 WJ02534 SUV V WJ02534 BMW E83 X3 3.0si AUTO BUILT AUG 2007 Montego-blau Metallic
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
